Rank_PL_Dez25,Instituição,PL_202512,LL_202503,LL_202603,Delta_LL,Var_LL_pct,LL_202503_pct_PL_Dez25,LL_202603_pct_PL_Dez25,Delta_LL_pct_PL_Dez25
19,STONE IP - PRUDENCIAL,8382441307.77,235991019.42000008,2184216248.16,1948225228.7399998,8.255505796484089,0.028153017808934866,0.2605704195191164,0.23241740171018155
7,BTG PACTUAL - PRUDENCIAL,66189386993.8,3209921571.169998,4570395694.51001,1360474123.3400116,0.42383406982872995,0.04849601600738006,0.06905027984226718,0.020554263834887124
1,ITAU - PRUDENCIAL,203673014341.53,11133251624.28003,12150492100.620056,1017240476.3400269,0.0913695756342712,0.05466237960032931,0.05965685802757085,0.004994478427241532
20,STELLANTIS - PRUDENCIAL,7493915628.45,144363972.56000006,316893030.7800002,172529058.22000015,1.1950977460688414,0.01926415771375044,0.042286709177368285,0.02302255146361784
11,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,14799235857.63,357608192.7800007,500562680.7600002,142954487.97999954,0.3997517139321935,0.02416396334379857,0.033823549105876746,0.009659585762078177
6,SANTANDER - PRUDENCIAL,100129518839.24,3959230055.7400208,4081450452.2800293,122220396.54000854,0.030869738514642666,0.03954108739997688,0.0407617104285988,0.001220623028621918
22,INTER - PRUDENCIAL,6800635820.7,217689371.9500003,337759834.4899998,120070462.53999949,0.5515678669309484,0.03201014988736644,0.04966591998088109,0.017655770093514645
46,GM - PRUDENCIAL,2423135932.18,102383918.12,216626297.98000002,114242379.86000001,1.1158234804620506,0.04225265151670184,0.08939915219081823,0.047146500674116396
31,BCO COOPERATIVO SICREDI - PRUDENCIAL,5372922819.79,-45219375.67000008,62768698.13000107,107988073.80000114,2.3880929844779737,-0.008416159544195253,0.011682412019544768,0.020098571563740023
53,ORIGINAL - PRUDENCIAL,1792476703.73,16521586.400000095,108728044.66000032,92206458.26000023,5.580968802124214,0.009217183333886571,0.06065799596376678,0.051440812629880206
89,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,391588788.07,-32986251.310000002,56751968.50999999,89738219.82,2.720473417141379,-0.08423696570215237,0.14492746023120323,0.2291644259333556
63,PINE - PRUDENCIAL,1147384533.89,73477326.13999939,150793214.3899994,77315888.25,1.0522414506848934,0.06403897208801289,0.13142343297827297,0.06738446089026008
60,NEON PAGAMENTOS IP - PRUDENCIAL,1325500938.58,-28895515.109999895,38100759.390000105,66996274.5,2.318570001086935,-0.021799694190300208,0.028744422792198993,0.0505441169824992
28,MORGAN STANLEY - PRUDENCIAL,5825368832.05,144405462.30999947,211096066.9699974,66690604.65999794,0.461828822768707,0.02478906769224806,0.036237373642092764,0.011448305949844709
69,QI SCD - PRUDENCIAL,865666322.36,62562481.0,123644378.61000001,61081897.610000014,0.9763343242413934,0.07227089628419492,0.14283145297014418,0.07056055668594927
37,BANCO C6 - PRUDENCIAL,4721090262.57,543063525.0299988,598411271.2200012,55347746.19000244,0.10191762775256363,0.11502926121441567,0.1267527706395189,0.011723509425103223
62,BCO FIBRA S.A. - PRUDENCIAL,1186188311.44,25915355.840000153,76160191.30999994,50244835.46999979,1.9388055398586221,0.02184758995689278,0.0642058183978761,0.04235822844098332
58,FISERV DO BRASIL IP - PRUDENCIAL,1614202601.35,-23030260.0,26483332.44999993,49513592.44999993,2.1499363207362805,-0.014267267306309128,0.01640644887317814,0.03067371617948727
52,PAGUEVELOZ IP - PRUDENCIAL,1878467694.5,5469479.019999996,52242740.67,46773261.650000006,8.551684992111012,0.002911670525936743,0.027811359664561962,0.024899689138625218
45,SCOTIABANK BRASIL - PRUDENCIAL,3207510383.16,45168841.79999924,90030796.68999863,44861954.88999939,0.99320578306261,0.014082212184610124,0.028068746764679648,0.013986534580069526
44,PICPAY - PRUDENCIAL,3469180980.85,65073181.94000006,107144942.90999985,42071760.96999979,0.6465299485245942,0.018757505676183023,0.030884794855455415,0.012127289179272393
81,YAMAHA MOTOR - PRUDENCIAL,566981686.25,-19848717.100000024,21387811.700000048,41236528.80000007,2.0775412633595356,-0.03500768645858537,0.03772222669387859,0.07272991315246397
40,CREDIT AGRICOLE - PRUDENCIAL,3857214452.47,21127343.119999886,60446103.35000038,39318760.230000496,1.8610366673498087,0.005477357658055754,0.015670921099886787,0.010193563441831033
85,RENDIMENTO - PRUDENCIAL,477450170.95,29804354.889999986,68210938.93,38406584.04000002,1.2886232291136177,0.062424011349073716,0.1428650424279422,0.08044103107886849
118,BULLLA IP - PRUDENCIAL,155818772.84,-2597019.649999991,35514573.879999995,38111593.52999999,14.675127132750081,-0.016666924034029577,0.2279223050772423,0.24458922911127187
49,BANESTES - PRUDENCIAL,2192028083.19,54542162.52999997,90703336.32999992,36161173.79999995,0.6629948671380627,0.02488205463619162,0.0413787291438355,0.01649667450764388
34,BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,4837927349.2,108900287.13000011,143772365.29999995,34872078.16999984,0.3202202591841761,0.022509698734522725,0.029717760297449314,0.007208061562926588
51,MERCANTIL DO BRASIL - PRUDENCIAL,2057282618.37,241206499.61000013,273710823.77,32504324.159999847,0.134757248301995,0.11724519395449412,0.13304483366843545,0.015799639713941327
42,BMG - PRUDENCIAL,3595653292.41,114891423.35000038,147091649.90999985,32200226.559999466,0.2802665823183864,0.03195286475270645,0.04090818495222912,0.00895532019952267
17,JP MORGAN CHASE - PRUDENCIAL,9923190578.62,545947469.5800018,572112011.1799927,26164541.599990845,0.047925016705580234,0.05501733190091827,0.057654038451366234,0.0026367065504479606
67,BS2 - PRUDENCIAL,914196159.62,-9872416.24000001,10141390.76999998,20013807.00999999,2.027245055664303,-0.010799013030314669,0.011093232741445129,0.0218922457717598
93,HS FINANCEIRA - PRUDENCIAL,343357151.41,43316938.43000001,58977609.78,15660671.349999994,0.3615368933634951,0.12615708818680058,0.17176752992564093,0.04561044173884036
86,BANQI IP - PRUDENCIAL,430588886.11,4436094.439999998,19160354.330000013,14724259.890000015,3.3191944150765247,0.010302389548593074,0.04449802340022596,0.03419563385163289
43,AF PARANÁ - PRUDENCIAL,3506310337.7,48893541.52000001,60541887.139999986,11648345.619999975,0.23823894236082682,0.013944442108929875,0.017266551248773108,0.003322109139843231
88,CREDSYSTEM IP - PRUDENCIAL,415214665.23,33132654.800000012,44338248.01000002,11205593.210000008,0.3382039042038975,0.07979644645173317,0.10678391618330657,0.026987469731573403
106,FATOR - PRUDENCIAL,211938092.92,3539608.0700000003,14735691.840000004,11196083.770000003,3.1630857283021174,0.016701141457076768,0.06952828364631113,0.05282714218923436
114,RECARGAPAY IP - PRUDENCIAL,184071757.35,-3021270.9900000095,7706333.640000045,10727604.630000055,3.550692627542166,-0.01641354998450559,0.041865920937273246,0.05827947092177884
99,BCO GUANABARA S.A. - PRUDENCIAL,253651963.22,10413283.840000004,20082738.409999996,9669454.569999993,0.928569192828224,0.04105343285266926,0.07917438585950005,0.03812095300683079
71,BCO DO EST. DE SE S.A. - PRUDENCIAL,831046535.44,21752037.139999986,30563763.559999943,8811726.419999957,0.40509890468125426,0.026174270889034276,0.036777439357012505,0.010603168467978225
117,WISE BRASIL CC - PRUDENCIAL,156177334.45,2270846.2400000095,11001089.620000005,8730243.379999995,3.8444889954328034,0.014540177984194106,0.07043973223606267,0.055899554251868565
65,BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,1077414033.36,51571347.15999997,58182614.07000005,6611266.910000086,0.12819651364717405,0.04786585802968492,0.05400209415182112,0.006136236122136198
75,BMW - PRUDENCIAL,674877158.93,22020210.399999976,28558107.76999998,6537897.370000005,0.2969044006046378,0.03262847187614475,0.04231600876117679,0.00968753688503204
101,BBC S.A. - PRUDENCIAL,248416888.13,-3054934.4900000095,2221977.4799999893,5276911.969999999,1.7273404674546662,-0.012297611941750594,0.008944550818288963,0.021242162760039558
10,SAFRA - PRUDENCIAL,15228825454.63,984175292.4100037,988941558.7999954,4766266.38999176,0.004842903928547468,0.06462581735814604,0.0649387939829154,0.00031297662476935666
14,VOTORANTIM - PRUDENCIAL,11739035534.91,471799482.2900009,476188087.02000046,4388604.729999542,0.009301843038695832,0.040190651172913254,0.04056449830174667,0.0003738471288334156
25,ABC-BRASIL - PRUDENCIAL,6234709987.89,228669603.710001,233030384.30000114,4360780.590000153,0.019070224110461567,0.03667686294216697,0.03737629893814277,0.0006994359959758068
57,RODOBENS - PRUDENCIAL,1692078410.94,56353441.82999998,60540196.620000005,4186754.7900000215,0.07429457108636062,0.033304273292331626,0.03577859999192834,0.0024743266995967132
109,BANCO B3 - PRUDENCIAL,196542865.82,14325833.709999979,18489653.86,4163820.150000021,0.29065115750251347,0.07288910564232852,0.09407440856659428,0.02118530292426577
21,PAGSEGURO - PRUDENCIAL,6892381009.22,492037966.0600004,495905298.6500006,3867332.5900001526,0.007859825575997442,0.07138867764300853,0.07194978019738368,0.0005611025543751552
78,AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,591710811.18,3604763.759999998,7114565.760000002,3509802.0000000037,0.9736565926861198,0.006092103933019773,0.012023721090733514,0.0059316171577137415
108,STONEX DTVM - PRUDENCIAL,199024104.0,5631458.099999994,8957141.579999998,3325683.480000004,0.5905545989945318,0.028295357129204782,0.04500531041204938,0.016709953282844595
83,BNY MELLON - PRUDENCIAL,517255517.77,2442910.480000019,5098130.1099999845,2655219.6299999654,1.0869082808142625,0.004722831165788106,0.009856115468770873,0.005133284302982768
98,IUGU IP - PRUDENCIAL,258028181.98,-3849661.8100000024,-1517402.0300000012,2332259.780000001,0.6058349785276332,-0.01491954010782587,-0.005880760846959021,0.00903877926086685
113,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,184738493.27,7400864.079999998,9592824.819999993,2191960.7399999946,0.29617632702153274,0.040061299348065196,0.05192650784468527,0.011865208496620075
91,ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL,365935575.01,3052466.6600000113,4959417.040000021,1906950.3800000101,0.6247243925671585,0.00834154115766579,0.0135527053904625,0.0052111642327967115
66,AF DO ESTADO DE SC S.A. - PRUDENCIAL,1046743387.58,18497262.97,20276202.810000002,1778939.8400000036,0.096173138852229,0.017671248932142215,0.01937074840938543,0.0016994994772432164
77,BCO ABN AMRO CLEARING - PRUDENCIAL,595810619.3,9599364.940000027,11375556.129999995,1776191.1899999678,0.18503215588759175,0.01611143646831611,0.01909257029249461,0.0029811338241784975
112,GAZINCRED SCFI - PRUDENCIAL,185014244.04,14482034.619999997,15800227.619999997,1318193.0,0.09102263836460849,0.07827524142881122,0.08540006042228833,0.007124818993477104
48,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2206882901.31,-26074014.81000042,-25151976.909999847,922037.9000005722,0.035362329381163585,-0.011814861039760175,-0.0113970600320795,0.00041780100768067617
76,MAGALUPAY IP - PRUDENCIAL,652078569.74,14033551.51000002,14939638.22999999,906086.719999969,0.0645657458380589,0.02152125857409414,0.02291079468530425,0.0013895361112101082
124,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,116468253.88,2926786.6399999857,3559256.5600000024,632469.9200000167,0.2160970367146475,0.025129479858224057,0.030559885989766694,0.005430406131542638
111,WESTERN UNION - PRUDENCIAL,193524732.8,1688240.6099999994,2088885.7199999988,400645.1099999994,0.23731517156194906,0.00872364263509785,0.01079389538369123,0.00207025274859338
120,CREDIARE CFI - PRUDENCIAL,142296610.55,1262045.8299999982,1523153.8200000003,261107.9900000021,0.20689263717150624,0.008869120811254615,0.010704076605287773,0.0018349557940331564
50,SUMUP IP - PRUDENCIAL,2184505581.55,5044045.519999981,5301428.060000002,257382.54000002146,0.051027005799111506,0.002309010131446318,0.0024268320048138363,0.00011782187336751849
100,STARK SCD - PRUDENCIAL,249023149.0,4406675.630000003,4386459.900000006,-20215.72999999672,-0.0045875239516997785,0.017695847344698073,0.017614667221158647,-8.118012353942533e-05
105,DOCK IP - PRUDENCIAL,213508155.14,-8114757.680000007,-8539302.36999999,-424544.6899999827,-0.05231760537302727,-0.03800678093386671,-0.039995204700263846,-0.0019884237663971354
97,CREDI SHOP S.A. - PRUDENCIAL,290610109.19,5331792.579999998,4089183.4700000063,-1242609.109999992,-0.23305653611903868,0.01834689300678831,0.014071029674079612,-0.004275863332708698
94,BANCO TRAVELEX - PRUDENCIAL,315158191.06,2568600.0699999332,1047725.9500000179,-1520874.1199999154,-0.5921023431257458,0.008150192959798153,0.0033244446113747084,-0.004825748348423444
8,BCO CLASSICO S.A. - PRUDENCIAL,19932580178.35,735166.1599999964,-1161624.8199999928,-1896790.9799999893,-2.5800847253361043,3.688263904732743e-05,-5.827769458876704e-05,-9.516033363609446e-05
96,CAIXA GERAL - PRUDENCIAL,301518602.14,-656268.0999999046,-5066164.830000043,-4409896.730000138,-6.71965730164361,-0.0021765426588678223,-0.016802163428867783,-0.01462562076999996
123,CALCARD IP - PRUDENCIAL,124140206.63,3999463.8599999994,-868489.6200000048,-4867953.480000004,-1.217151510902765,0.032217312735110915,-0.006996038137656231,-0.039213350872767144
95,ANDBANK - PRUDENCIAL,309027497.25,-1913111.0600000024,-6890271.99000001,-4977160.930000007,-2.601605852406708,-0.006190747027447579,-0.022296630724824632,-0.016105883697377053
74,INDUSTRIAL DO BRASIL - PRUDENCIAL,676982450.7,18530485.01999998,12809785.819999993,-5720699.199999988,-0.3087182658103999,0.02737217929480957,0.018921887571464624,-0.008450291723344945
84,RANDON - PRUDENCIAL,503609868.04,33885492.620000005,28128637.099999994,-5756855.520000011,-0.16989145132280534,0.06728520382628522,0.05585402289568685,-0.011431180930598372
41,VOLVO - PRUDENCIAL,3777038867.38,105502318.68000007,99445371.13999999,-6056947.540000081,-0.057410563253794046,0.027932547793235535,0.026328924491312362,-0.001603623301923174
115,BANCO PAULISTA - PRUDENCIAL,175683473.53,-5501071.230000004,-12362549.679999992,-6861478.449999988,-1.2472986011489953,-0.03131240019033795,-0.070368313146364,-0.039055912956026055
102,99PAY IP - PRUDENCIAL,245035961.14,10248323.920000017,2788138.6400000155,-7460185.280000001,-0.7279419872200906,0.04182375465348407,0.011378487578021365,-0.030445267075462707
79,BR PARTNERS - PRUDENCIAL,584367790.39,4660816.620000124,-5256767.6000003815,-9917584.220000505,-2.127864069451469,0.007975827375580627,-0.008995649121064798,-0.016971476496645425
119,ZEMA CFI - PRUDENCIAL,150874631.14,11307935.719999999,1361881.0100000054,-9946054.709999993,-0.8795641358668772,0.07494921866292491,0.009026573915771732,-0.06592264474715318
27,BCO DAYCOVAL S.A - PRUDENCIAL,6146488331.99,451812227.75,441285602.15999985,-10526625.590000153,-0.02329867352732388,0.07350737581303117,0.07179475146211305,-0.0017126243509181169
82,BCO TRIANGULO S.A. - PRUDENCIAL,528933101.54,8329197.539999992,-5616569.50999999,-13945767.049999982,-1.6743230044703679,0.015747166353834455,-0.010618676527612336,-0.02636584288144679
64,SOFISA - PRUDENCIAL,1083906369.21,52817539.899999976,38656914.57999992,-14160625.320000052,-0.2681045983362822,0.04872887677419571,0.03566444083927178,-0.013064435934923933
92,SENFFNET IP - PRUDENCIAL,361985903.65,20376049.86,5523464.379999995,-14852585.480000004,-0.7289236913950113,0.05628962248127035,0.015258783074991145,-0.0410308394062792
68,OMNI - PRUDENCIAL,882897997.95,405486.87000000477,-18171119.51999998,-18576606.389999986,-45.8130898048555,0.00045926808186393483,-0.02058122179707224,-0.021040489878936173
16,BANRISUL - PRUDENCIAL,10222093570.09,241313883.92000008,221407096.6399994,-19906787.280000687,-0.08249333588530756,0.023607090100024923,0.02165966248712885,-0.001947427612896075
125,EAGLE SCD - PRUDENCIAL,111046517.05,20699897.439999998,-703463.0600000024,-21403360.5,-1.0339838910815398,0.18640744428462916,-0.006334850283357018,-0.1927422945679862
80,HAITONG - PRUDENCIAL,579476653.66,13275147.389999866,-9432103.589999914,-22707250.97999978,-1.7105083893158952,0.02290885630362061,-0.016276934593354768,-0.03918579089697538
39,BNP PARIBAS - PRUDENCIAL,4607532552.18,83510859.95999908,59702872.05000305,-23807987.909996033,-0.28508852526964557,0.018124855118058125,0.012957666901724944,-0.0051671882163331784
90,CELCOIN IP - PRUDENCIAL,380628087.0,3741553.6400000006,-20204638.560000017,-23946192.200000018,-6.400066524236711,0.009829946259325841,-0.05308236373003135,-0.06291230998935719
55,SCANIA - PRUDENCIAL,1724352300.35,20601629.320000052,-5931153.069999933,-26532782.389999986,-1.2878972812233822,0.011947459527741774,-0.003439641115563252,-0.015387100643305026
32,MERCADO PAGO IP - PRUDENCIAL,5156850061.66,-2767172.4499998093,-30454391.569999695,-27687219.119999886,-10.00559944140879,-0.0005366013005832966,-0.00590561897395876,-0.005369017673375463
26,BOFA MERRILL LYNCH - PRUDENCIAL,6160907993.46,336542179.5,306574253.6300049,-29967925.869995117,-0.08904656740061052,0.054625418827427746,0.049761212788024624,-0.004864206039403124
61,PARANÁ BANCO - PRUDENCIAL,1210832178.65,53522498.21000004,23297276.440000057,-30225221.76999998,-0.5647199361174954,0.04420306889239942,0.019240714651286375,-0.02496235424111305
